7539|3|2030|38|433|200|7|13.50|0|"CARGA"
7541|3|1971|16|126|22|2|43.30|0|"INSEM"
7542|3|1971|35|386|43|11|29.90|0|"INSEM"
7545|3|2001|37|475|196|5|17.20|0|"CARGA"
7547|2|1933|17|308|13|5|42.00|0|"SUCIA"
7548|3|1984|18|241|181|1|37.30|0|"CARGA"
7549|4|1931|15|81|13|1|50.00|0|"INSEM"
7551|3|1922|31|365|249|3|22.00|22|"CARGA"
7552|3|1918|31|309|264|1|44.50|29|"CARGA"
7553|3|1908|38|299|230|1|6.20|0|"CARGA"
7554|4|2034|15|183|132|1|47.70|0|"CARGA"
7555|3|1926|32|384|270|5|28.20|43|"CARGA"
7556|3|1882|19|323|230|1|34.20|0|"CARGA"
7557|3|1970|29|256|277|4|8.20|148|"CARGA"
7558|3|1962|15|79|0|0|46.90|0|"ANEST"
7560|2|1992|29|405|287|3|19.60|64|"CARGA"
7561|2|1906|20|628|25|8|31.20|0|"INSEM"
7566|2|1783|37|520|49|14|17.30|0|"INSEM"
7571|3|1963|32|344|237|2|31.00|15|"CARGA"
7573|3|1900|10|39|0|0|49.40|0|"FRESC"
7574|4|1914|9|18|0|0|24.00|0|"FRESC"
7576|3|2003|36|195|20|5|22.60|0|"INSEM"
7577|3|1899|31|293|250|1|21.70|22|"CARGA"
7578|3|1894|32|381|242|4|16.80|15|"CARGA"
7580|3|1887|37|328|44|10|16.30|0|"INSEM"
7582|3|1878|19|318|224|1|35.40|0|"CARGA"
7587|1|1874|5|1216|20|19|28.60|0|"INSEM"
7595|3|1877|19|396|232|3|34.30|0|"CARGA"
7598|3|1883|20|303|206|2|31.20|0|"CARGA"
7599|3|1873|9|25|0|0|32.50|0|"FRESC"
7602|3|1890|15|228|150|2|50.30|0|"CARGA"
7603|3|1873|31|328|251|1|17.10|29|"CARGA"
7605|4|1873|15|85|14|2|57.10|0|"INSEM"
7607|2|1870|38|637|29|21|9.70|0|"SUCIA"
7608|3|1902|17|313|171|3|42.20|0|"CARGA"
7609|4|1893|11|61|0|0|51.80|0|"ANEST"
7611|3|1869|20|260|206|1|32.40|0|"CARGA"
7613|4|1900|10|40|0|0|52.50|0|"FRESC"
7615|3|1848|36|385|216|3|22.60|0|"CARGA"
7618|3|1846|29|275|282|1|32.60|57|"CARGA"
7619|4|1837|9|13|0|0|32.40|0|"FRESC"
7621|3|1872|31|409|261|4|7.30|36|"CARGA"
7625|3|1868|31|284|263|1|32.80|36|"CARGA"
7626|3|1819|32|307|272|1|28.00|50|"CARGA"
7628|3|1971|35|391|21|6|26.70|0|"INSEM"
7631|2|1986|31|410|255|3|9.90|29|"CARGA"
7632|3|1843|15|86|39|1|50.00|0|"INSEM"
7634|2|1872|29|541|288|13|5.30|183|"CARGA"
7635|3|1866|38|254|122|5|12.20|0|"CARGA"
7636|4|1844|16|83|0|0|45.30|0|"ANEST"
7637|4|1840|10|43|0|0|50.70|0|"FRESC"
7638|3|1967|20|345|209|1|33.80|0|"CARGA"
7639|4|1992|11|51|0|0|42.90|0|"FRESC"
7640|3|1875|29|287|280|1|14.80|57|"CARGA"
7643|3|1831|16|155|46|3|46.40|0|"INSEM"
7644|3|1967|35|322|212|3|28.50|0|"CARGA"
7645|3|1854|26|197|269|2|8.00|148|"CARGA"
7650|3|1859|17|374|45|7|41.40|0|"INSEM"
7652|3|1904|9|32|0|0|42.60|0|"FRESC"
7655|3|1846|36|324|136|5|22.30|0|"CARGA"
7656|3|1840|18|320|118|6|39.10|0|"CARGA"
7659|3|1811|19|272|13|5|35.10|0|"INSEM"
7660|3|1842|16|333|193|2|43.30|0|"CARGA"
7663|3|1839|17|247|51|3|40.20|0|"INSEM"
7665|3|1825|20|352|34|7|31.50|0|"INSEM"
7670|3|1894|32|302|268|1|25.40|43|"CARGA"
7671|4|1836|9|31|0|0|41.70|0|"FRESC"
7672|3|1824|37|367|203|5|16.40|0|"CARGA"
7673|4|1834|10|41|0|0|38.90|0|"FRESC"
7674|3|1872|38|350|236|2|14.00|0|"CARGA"
7676|4|1887|10|38|0|0|47.20|0|"FRESC"
7677|3|2009|31|312|249|1|13.30|22|"CARGA"
7679|3|1806|40|340|247|5|6.30|92|"CARGA"
7680|3|1855|35|312|29|7|26.20|0|"INSEM"
7681|4|1890|16|69|12|1|45.30|0|"INSEM"
7682|3|1816|15|211|20|6|51.30|0|"INSEM"
7683|3|1870|38|390|203|4|11.20|0|"CARGA"
7684|3|1861|38|360|211|7|6.20|0|"CARGA"
7685|2|1831|38|587|195|16|11.50|0|"SUCIA"
7686|3|1829|19|203|133|2|35.90|0|"CARGA"
7688|3|1896|37|296|236|1|16.60|0|"CARGA"
7689|3|1816|20|229|19|3|32.20|0|"INSEM"
7690|4|1871|11|51|0|0|59.70|0|"FRESC"
