id,np,corr,fpar,stat,exp_6,prm,dpr,dsc,fnac,exp_11,exp_12,psv
2978,0,21,.  .,"CARGA",203,0.00,0,0,30.11.2018,650,21.382," "
2979,0,20,.  .,"CARGA",104,0.00,0,0,30.11.2018,650,21.382,"N"
2983,0,22,.  .,"CARGA",220,0.00,0,0,03.12.2018,647,21.283," "
2984,0,21,.  .,"CARGA",221,0.00,0,0,05.12.2018,645,21.217,"N"
2987,0,21,.  .,"CARGA",217,0.00,0,0,07.12.2018,643,21.151," "
2988,0,23,.  .,"CARGA",206,0.00,0,0,07.12.2018,643,21.151," "
2990,0,21,.  .,"CARGA",246,0.00,0,0,08.12.2018,642,21.118," "
2991,0,22,.  .,"CARGA",185,0.00,0,0,08.12.2018,642,21.118," "
2996,0,22,.  .,"CARGA",188,0.00,0,0,09.12.2018,641,21.086," "
2997,0,22,.  .,"CARGA",217,0.00,0,0,09.12.2018,641,21.086," "
2992,0,22,.  .,"CARGA",179,0.00,0,0,08.12.2018,642,21.118," "
2993,0,22,.  .,"CARGA",230,0.00,0,0,08.12.2018,642,21.118," "
2998,0,21,.  .,"CARGA",219,0.00,0,0,10.12.2018,640,21.053," "
2999,0,22,.  .,"CARGA",214,0.00,0,0,10.12.2018,640,21.053," "
3000,0,20,.  .,"CARGA",77,0.00,0,0,11.12.2018,639,21.020," "
3002,0,22,.  .,"CARGA",211,0.00,0,0,13.12.2018,637,20.954," "
3003,0,22,.  .,"CARGA",192,0.00,0,0,12.12.2018,638,20.987," "
3004,0,23,.  .,"CARGA",195,0.00,0,0,13.12.2018,637,20.954," "
3006,0,22,.  .,"CARGA",182,0.00,0,0,14.12.2018,636,20.921," "
3009,0,23,.  .,"CARGA",172,0.00,0,0,15.12.2018,635,20.888," "
3007,0,23,.  .,"CARGA",200,0.00,0,0,15.12.2018,635,20.888," "
3011,0,22,.  .,"CARGA",221,0.00,0,0,17.12.2018,633,20.822,"N"
3012,0,23,.  .,"CARGA",221,0.00,0,0,18.12.2018,632,20.789," "
3013,0,22,.  .,"CARGA",152,0.00,0,0,19.12.2018,631,20.757,"N"
3015,0,22,.  .,"CARGA",208,0.00,0,0,19.12.2018,631,20.757," "
3016,0,22,.  .,"CARGA",227,0.00,0,0,19.12.2018,631,20.757," "
3017,0,22,.  .,"CARGA",109,0.00,0,0,20.12.2018,630,20.724," "
3019,0,23,.  .,"CARGA",165,0.00,0,0,21.12.2018,629,20.691," "
3018,0,23,.  .,"CARGA",176,0.00,0,0,21.12.2018,629,20.691," "
3020,0,23,.  .,"CARGA",233,0.00,0,0,21.12.2018,629,20.691," "
3022,0,23,.  .,"CARGA",223,0.00,0,0,22.12.2018,628,20.658," "
3023,0,23,.  .,"CARGA",182,0.00,0,0,22.12.2018,628,20.658," "
3030,0,23,.  .,"ABORT",55,0.00,0,0,30.12.2018,620,20.395," "
3031,0,22,.  .,"CARGA",200,0.00,0,0,01.01.2019,618,20.329," "
3032,0,23,.  .,"CARGA",152,0.00,0,0,02.01.2019,617,20.296," "
3033,0,23,.  .,"CARGA",193,0.00,0,0,02.01.2019,617,20.296," "
3034,0,23,.  .,"CARGA",71,0.00,0,0,02.01.2019,617,20.296," "
3035,0,22,.  .,"CARGA",188,0.00,0,0,05.01.2019,614,20.197,"N"
3039,0,23,.  .,"CARGA",193,0.00,0,0,07.01.2019,612,20.132,"N"
3042,0,23,.  .,"CARGA",202,0.00,0,0,09.01.2019,610,20.066," "
3040,0,22,.  .,"CARGA",195,0.00,0,0,08.01.2019,611,20.099,"N"
3043,0,23,.  .,"LIMPI",16,0.00,0,0,09.01.2019,610,20.066,"S"
3046,0,23,.  .,"CARGA",134,0.00,0,0,11.01.2019,608,20.000," "
3047,0,23,.  .,"CARGA",152,0.00,0,0,12.01.2019,607,19.967," "
3050,0,23,.  .,"CARGA",175,0.00,0,0,13.01.2019,606,19.934," "
3051,0,22,.  .,"CARGA",188,0.00,0,0,14.01.2019,605,19.901," "
3054,0,23,.  .,"CARGA",99,0.00,0,0,15.01.2019,604,19.868," "
3055,0,21,.  .,"CARGA",202,0.00,0,0,16.01.2019,603,19.836," "
3056,0,23,.  .,"CARGA",91,0.00,0,0,16.01.2019,603,19.836," "
3057,0,23,.  .,"CARGA",168,0.00,0,0,17.01.2019,602,19.803,"N"
3058,0,22,.  .,"CARGA",188,0.00,0,0,17.01.2019,602,19.803," "
3059,0,23,.  .,"CARGA",173,0.00,0,0,17.01.2019,602,19.803," "
3060,0,23,.  .,"CARGA",156,0.00,0,0,18.01.2019,601,19.770," "
3061,0,23,.  .,"CARGA",205,0.00,0,0,18.01.2019,601,19.770," "
3062,0,23,.  .,"CARGA",192,0.00,0,0,18.01.2019,601,19.770," "
3065,0,23,.  .,"CARGA",160,0.00,0,0,20.01.2019,599,19.704," "
3063,0,23,.  .,"CARGA",113,0.00,0,0,19.01.2019,600,19.737,"N"
3069,0,23,.  .,"CARGA",161,0.00,0,0,21.01.2019,598,19.671," "
3070,0,23,.  .,"CARGA",188,0.00,0,0,24.01.2019,595,19.572," "
3072,0,23,.  .,"CARGA",139,0.00,0,0,25.01.2019,594,19.539,"N"
3074,0,23,.  .,"CARGA",173,0.00,0,0,25.01.2019,594,19.539," "
3075,0,22,.  .,"CARGA",168,0.00,0,0,26.01.2019,593,19.507," "
3077,0,23,.  .,"CARGA",189,0.00,0,0,26.01.2019,593,19.507," "
3078,0,23,.  .,"CARGA",190,0.00,0,0,28.01.2019,591,19.441," "
3079,0,23,.  .,"CARGA",183,0.00,0,0,28.01.2019,591,19.441,"N"
3080,0,23,.  .,"CARGA",175,0.00,0,0,29.01.2019,590,19.408," "
3083,0,23,.  .,"CARGA",186,0.00,0,0,30.01.2019,589,19.375," "
3084,0,30,.  .,"CARGA",182,34.00,0,0,29.01.2019,590,19.408,"N"
3085,0,23,.  .,"CARGA",188,0.00,0,0,01.02.2019,587,19.309," "
3086,0,23,.  .,"CARGA",137,0.00,0,0,02.02.2019,586,19.276," "
3087,0,23,.  .,"CARGA",191,0.00,0,0,03.02.2019,585,19.243," "
3089,0,23,.  .,"CARGA",143,0.00,0,0,03.02.2019,585,19.243," "
3088,0,23,.  .,"CARGA",165,0.00,0,0,03.02.2019,585,19.243," "
3090,0,23,.  .,"CARGA",182,0.00,0,0,04.02.2019,584,19.211," "
3092,0,23,.  .,"CARGA",110,0.00,0,0,05.02.2019,583,19.178," "
3093,0,23,.  .,"CARGA",171,0.00,0,0,06.02.2019,582,19.145,"N"
3096,0,23,.  .,"CARGA",158,0.00,0,0,07.02.2019,581,19.112," "
3097,0,23,.  .,"CARGA",169,0.00,0,0,09.02.2019,579,19.046," "
3101,0,23,.  .,"CARGA",153,0.00,0,0,12.02.2019,576,18.947,"N"
3100,0,30,.  .,"TRATA",0,13.00,0,0,12.02.2019,576,18.947,"S"
3102,0,23,.  .,"CARGA",172,0.00,0,0,13.02.2019,575,18.914," "
3103,0,23,.  .,"CARGA",157,0.00,0,0,13.02.2019,575,18.914,"N"
3104,0,23,.  .,"CARGA",177,0.00,0,0,16.02.2019,572,18.816," "
3105,0,23,.  .,"CARGA",140,0.00,0,0,16.02.2019,572,18.816," "
3106,0,23,.  .,"CARGA",149,0.00,0,0,17.02.2019,571,18.783," "
3107,0,23,.  .,"CARGA",167,0.00,0,0,17.02.2019,571,18.783," "
3108,0,23,.  .,"CARGA",120,0.00,0,0,19.02.2019,569,18.717,"N"
3109,0,23,.  .,"CARGA",146,0.00,0,0,19.02.2019,569,18.717," "
3111,0,23,.  .,"CARGA",159,0.00,0,0,23.02.2019,565,18.586," "
3113,0,23,.  .,"CARGA",133,0.00,0,0,23.02.2019,565,18.586," "
3114,0,23,.  .,"CARGA",127,0.00,0,0,23.02.2019,565,18.586," "
3115,0,23,.  .,"CARGA",160,0.00,0,0,23.02.2019,565,18.586," "
3116,0,23,.  .,"CARGA",150,0.00,0,0,24.02.2019,564,18.553," "
3117,0,23,.  .,"CARGA",149,0.00,0,0,20.02.2019,568,18.684," "
3119,0,23,.  .,"CARGA",158,0.00,0,0,26.02.2019,562,18.487," "
3122,0,30,.  .,"LIMPI",0,0.00,0,0,01.03.2019,559,18.388,"S"
3121,0,23,.  .,"INSEM",51,0.00,0,0,28.02.2019,560,18.421," "
3124,0,23,.  .,"CARGA",145,0.00,0,0,02.03.2019,558,18.355," "
3125,0,23,.  .,"CARGA",161,0.00,0,0,02.03.2019,558,18.355,"N"
3127,0,23,.  .,"CARGA",152,0.00,0,0,03.03.2019,557,18.322,"N"
3128,0,23,.  .,"CARGA",154,0.00,0,0,03.03.2019,557,18.322,"N"
3129,0,23,.  .,"CARGA",159,0.00,0,0,03.03.2019,557,18.322,"N"
3130,0,23,.  .,"CARGA",144,0.00,0,0,03.03.2019,557,18.322,"N"
3133,0,23,.  .,"CARGA",76,0.00,0,0,08.03.2019,552,18.158,"N"
3135,0,22,.  .,"CARGA",147,0.00,0,0,10.03.2019,550,18.092," "
3136,0,23,.  .,"CARGA",150,0.00,0,0,11.03.2019,549,18.059,"N"
3126,0,23,.  .,"CARGA",158,0.00,0,0,02.03.2019,558,18.355," "
3137,0,23,.  .,"CARGA",137,0.00,0,0,12.03.2019,548,18.026,"N"
3138,0,23,.  .,"CARGA",135,0.00,0,0,13.03.2019,547,17.993,"N"
3139,0,23,.  .,"CARGA",129,0.00,0,0,18.03.2019,542,17.829,"N"
3141,0,23,.  .,"CARGA",128,0.00,0,0,20.03.2019,540,17.763," "
3142,0,23,.  .,"CARGA",84,0.00,0,0,20.03.2019,540,17.763," "
3140,0,23,.  .,"CARGA",146,0.00,0,0,20.03.2019,540,17.763," "
3143,0,23,.  .,"CARGA",134,0.00,0,0,21.03.2019,539,17.730," "
3144,0,23,.  .,"CARGA",138,0.00,0,0,22.03.2019,538,17.697,"N"
3145,0,23,.  .,"CARGA",130,0.00,0,0,23.03.2019,537,17.664," "
3146,0,23,.  .,"CARGA",106,0.00,0,0,24.03.2019,536,17.632," "
3147,0,22,.  .,"CARGA",138,0.00,0,0,24.03.2019,536,17.632," "
3148,0,23,.  .,"CARGA",113,0.00,0,0,25.03.2019,535,17.599," "
3149,0,23,.  .,"CARGA",124,0.00,0,0,26.03.2019,534,17.566," "
3153,0,23,.  .,"CARGA",122,0.00,0,0,27.03.2019,533,17.533," "
3154,0,23,.  .,"CARGA",122,0.00,0,0,28.03.2019,532,17.500," "
3155,0,23,.  .,"CARGA",81,0.00,0,0,29.03.2019,531,17.467," "
3151,0,23,.  .,"CARGA",108,0.00,0,0,29.03.2019,531,17.467," "
3158,0,23,.  .,"CARGA",120,0.00,0,0,02.04.2019,527,17.336," "
3159,0,24,.  .,"TRATA",0,0.00,0,0,02.04.2019,527,17.336,"S"
3161,0,23,.  .,"CARGA",118,0.00,0,0,04.04.2019,525,17.270," "
3163,0,23,.  .,"CARGA",113,42.00,0,0,07.04.2019,522,17.171,"N"
3164,0,23,.  .,"CARGA",109,0.00,0,0,08.04.2019,521,17.138,"N"
3165,0,23,.  .,"CARGA",107,0.00,0,0,10.04.2019,519,17.072," "
3166,0,23,.  .,"CARGA",92,0.00,0,0,12.04.2019,517,17.007," "
3167,0,23,.  .,"CARGA",121,0.00,0,0,12.04.2019,517,17.007," "
3168,0,23,.  .,"CARGA",96,0.00,0,0,13.04.2019,516,16.974," "
3169,0,23,.  .,"CARGA",114,0.00,0,0,13.04.2019,516,16.974," "
3171,0,23,.  .,"CARGA",119,0.00,0,0,14.04.2019,515,16.941," "
3170,0,23,.  .,"CARGA",104,0.00,0,0,14.04.2019,515,16.941," "
3172,0,23,.  .,"CARGA",104,0.00,0,0,15.04.2019,514,16.908,"N"
3173,0,23,.  .,"CARGA",112,0.00,0,0,15.04.2019,514,16.908," "
3174,0,24,.  .,"INSEM",44,0.00,0,0,16.04.2019,513,16.875," "
3177,0,23,.  .,"CARGA",87,0.00,0,0,18.04.2019,511,16.809," "
3175,0,30,.  .,"TRATA",0,0.00,0,0,16.04.2019,513,16.875,"S"
3179,0,23,.  .,"CARGA",64,0.00,0,0,19.04.2019,510,16.776," "
3178,0,23,.  .,"INSEM",36,0.00,0,0,19.04.2019,510,16.776," "
3182,0,23,.  .,"CARGA",108,0.00,0,0,23.04.2019,506,16.645," "
3183,0,24,.  .,"CARGA",104,0.00,0,0,23.04.2019,506,16.645," "
3184,0,23,.  .,"CARGA",74,0.00,0,0,28.04.2019,501,16.480," "
3185,0,23,.  .,"LIMPI",0,0.00,0,0,28.04.2019,501,16.480,"S"
3186,0,23,.  .,"CARGA",61,0.00,0,0,28.04.2019,501,16.480," "
3188,0,23,.  .,"CARGA",92,0.00,0,0,30.04.2019,499,16.414,"N"
3187,0,24,.  .,"CARGA",93,0.00,0,0,29.04.2019,500,16.447,"N"
3189,0,23,.  .,"CARGA",102,0.00,0,0,01.05.2019,498,16.382," "
3192,0,23,.  .,"INSEM",45,0.00,0,0,04.05.2019,495,16.283," "
3194,0,23,.  .,"CARGA",90,0.00,0,0,05.05.2019,494,16.250," "
3193,0,23,.  .,"CARGA",95,0.00,0,0,05.05.2019,494,16.250," "
3195,0,23,.  .,"CARGA",97,0.00,0,0,06.05.2019,493,16.217," "
3197,0,23,.  .,"INSEM",44,0.00,0,0,07.05.2019,492,16.184," "
3199,0,23,.  .,"CARGA",91,0.00,0,0,08.05.2019,491,16.151," "
3196,0,23,.  .,"INSEM",30,0.00,0,0,07.05.2019,492,16.184," "
3198,0,24,.  .,"CARGA",62,0.00,0,0,07.05.2019,492,16.184," "
3200,0,23,.  .,"VACIA",59,0.00,0,0,08.05.2019,491,16.151,"N"
3203,0,24,.  .,"INSEM",54,0.00,0,0,09.05.2019,490,16.118," "
3204,0,23,.  .,"CARGA",83,0.00,0,0,09.05.2019,490,16.118,"N"
3205,0,30,.  .,"LIMPI",0,0.00,0,0,09.05.2019,490,16.118,"S"
3201,0,52,.  .,"",0,0.00,0,0,08.05.2019,491,16.151," "
3202,0,23,.  .,"CARGA",64,0.00,0,0,08.05.2019,491,16.151," "
3206,0,24,.  .,"TRATA",0,0.00,0,0,11.05.2019,488,16.053," "
3208,0,52,.  .,"",0,0.00,0,0,15.05.2019,484,15.921," "
3210,0,23,.  .,"CARGA",89,0.00,0,0,16.05.2019,483,15.888," "
3211,0,23,.  .,"CARGA",84,0.00,0,0,16.05.2019,483,15.888," "
3212,0,23,.  .,"INSEM",30,0.00,0,0,17.05.2019,482,15.855," "
3214,0,23,.  .,"TRATA",85,0.00,0,0,18.05.2019,481,15.822,"N"
3215,0,23,.  .,"CARGA",63,0.00,0,0,19.05.2019,480,15.789," "
3217,0,23,.  .,"CARGA",86,0.00,0,0,19.05.2019,480,15.789," "
3218,0,23,.  .,"CARGA",72,0.00,0,0,20.05.2019,479,15.757,"N"
3216,0,23,.  .,"CARGA",65,0.00,0,0,19.05.2019,480,15.789," "
3219,0,23,.  .,"INSEM",29,0.00,0,0,20.05.2019,479,15.757," "
3220,0,23,.  .,"CARGA",74,0.00,0,0,21.05.2019,478,15.724," "
3221,0,23,.  .,"CARGA",80,0.00,0,0,21.05.2019,478,15.724," "
3222,0,24,.  .,"TRATA",0,0.00,0,0,22.05.2019,477,15.691," "
3223,0,24,.  .,"INSEM",22,0.00,0,0,24.05.2019,475,15.625," "
3224,0,24,.  .,"CARGA",65,0.00,0,0,24.05.2019,475,15.625,"N"
3225,0,24,.  .,"INSEM",44,0.00,0,0,25.05.2019,474,15.592," "
3226,0,24,.  .,"TRATA",0,0.00,0,0,25.05.2019,474,15.592," "
3229,0,24,.  .,"INSEM",25,0.00,0,0,27.05.2019,472,15.526," "
3227,0,24,.  .,"INSEM",50,0.00,0,0,26.05.2019,473,15.559," "
3228,0,23,.  .,"CARGA",74,0.00,0,0,26.05.2019,473,15.559," "
3231,0,24,.  .,"INSEM",38,0.00,0,0,28.05.2019,471,15.493," "
3232,0,24,.  .,"INSEM",23,0.00,0,0,29.05.2019,470,15.461," "
3233,0,24,.  .,"INSEM",21,0.00,0,0,29.05.2019,470,15.461," "
3235,0,24,.  .,"INSEM",36,0.00,0,0,30.05.2019,469,15.428," "
3234,0,24,.  .,"TRATA",0,0.00,0,0,30.05.2019,469,15.428," "
3236,0,24,.  .,"INSEM",24,0.00,0,0,30.05.2019,469,15.428," "
3240,0,30,.  .,"",0,0.00,0,0,02.06.2019,466,15.329," "
3237,0,24,.  .,"INSEM",31,0.00,0,0,01.06.2019,467,15.362," "
3239,0,24,.  .,"INSEM",43,0.00,0,0,01.06.2019,467,15.362," "
3241,0,24,.  .,"INSEM",37,0.00,0,0,04.06.2019,464,15.263," "
3242,0,24,.  .,"INSEM",38,0.00,0,0,06.06.2019,462,15.197," "
3243,0,24,.  .,"INSEM",26,0.00,0,0,08.06.2019,460,15.132," "
3244,0,24,.  .,"TRATA",0,0.00,0,0,09.06.2019,459,15.099," "
32450,0,24,.  .,"INSEM",17,0.00,0,0,11.06.2019,457,15.033," "
3246,0,24,.  .,"INSEM",47,0.00,0,0,11.06.2019,457,15.033," "
3248,0,24,.  .,"INSEM",21,0.00,0,0,12.06.2019,456,15.000," "
3250,0,24,.  .,"INSEM",43,0.00,0,0,13.06.2019,455,14.967," "
3251,0,24,.  .,"INSEM",42,0.00,0,0,13.06.2019,455,14.967," "
3252,0,24,.  .,"INSEM",33,0.00,0,0,15.06.2019,453,14.901," "
3253,0,24,.  .,"INSEM",44,0.00,0,0,15.06.2019,453,14.901," "
3256,0,24,.  .,"TRATA",0,0.00,0,0,16.06.2019,452,14.868," "
3257,0,24,.  .,"INSEM",44,0.00,0,0,16.06.2019,452,14.868," "
3254,0,24,.  .,"INSEM",31,0.00,0,0,16.06.2019,452,14.868," "
3255,0,24,.  .,"TRATA",51,0.00,0,0,16.06.2019,452,14.868," "
3258,0,24,.  .,"INSEM",16,0.00,0,0,18.06.2019,450,14.803," "
3260,0,24,.  .,"INSEM",42,0.00,0,0,18.06.2019,450,14.803," "
3259,0,24,.  .,"INSEM",24,0.00,0,0,18.06.2019,450,14.803," "
3261,0,24,.  .,"TRATA",0,0.00,0,0,19.06.2019,449,14.770," "
3262,0,24,.  .,"INSEM",47,0.00,0,0,20.06.2019,448,14.737," "
3264,0,24,.  .,"TRATA",0,0.00,0,0,21.06.2019,447,14.704," "
3265,0,24,.  .,"INSEM",45,0.00,0,0,20.06.2019,448,14.737,"N"
3263,0,24,.  .,"INSEM",21,0.00,0,0,21.06.2019,447,14.704," "
32660,0,24,.  .,"TRATA",50,0.00,0,0,22.06.2019,446,14.671," "
3267,0,24,.  .,"INSEM",29,0.00,0,0,24.06.2019,444,14.605," "
3268,0,24,.  .,"INSEM",21,0.00,0,0,24.06.2019,444,14.605," "
3269,0,24,.  .,"INSEM",40,0.00,0,0,25.06.2019,443,14.572," "
3270,0,24,.  .,"INSEM",41,0.00,0,0,25.06.2019,443,14.572," "
3271,0,24,.  .,"INSEM",31,0.00,0,0,26.06.2019,442,14.539," "
3272,0,24,.  .,"TRATA",0,0.00,0,0,26.06.2019,442,14.539," "
3274,0,24,.  .,"",0,0.00,0,0,26.06.2019,442,14.539," "
3275,0,24,.  .,"TRATA",0,0.00,0,0,28.06.2019,440,14.474," "
3276,0,24,.  .,"TRATA",0,0.00,0,0,29.06.2019,439,14.441," "
3278,0,24,.  .,"TRATA",0,0.00,0,0,30.06.2019,438,14.408," "
3279,0,24,.  .,"INSEM",19,0.00,0,0,30.06.2019,438,14.408," "
3280,0,24,.  .,"TRATA",0,0.00,0,0,30.06.2019,438,14.408," "
3281,0,30,.  .,"",0,32.00,0,0,01.07.2019,437,14.375,"S"
3282,0,30,.  .,"",0,12.00,0,0,01.07.2019,437,14.375,"S"
3283,0,24,.  .,"",0,0.00,0,0,02.07.2019,436,14.342," "
3284,0,24,.  .,"INSEM",24,0.00,0,0,02.07.2019,436,14.342," "
3286,0,24,.  .,"",0,0.00,0,0,02.07.2019,436,14.342," "
32850,0,24,.  .,"",0,0.00,0,0,02.07.2019,436,14.342," "
3287,0,52,.  .,"",0,0.00,0,0,03.06.2019,465,15.296," "
3288,0,52,.  .,"",0,0.00,0,0,03.06.2019,465,15.296," "
3289,0,24,.  .,"INSEM",24,0.00,0,0,04.07.2019,434,14.276," "
3291,0,24,.  .,"",0,0.00,0,0,06.07.2019,432,14.211," "
3292,0,24,.  .,"INSEM",21,0.00,0,0,06.07.2019,432,14.211," "
3293,0,24,.  .,"INSEM",25,0.00,0,0,07.07.2019,431,14.178," "
3294,0,24,.  .,"",0,0.00,0,0,09.07.2019,429,14.112," "
3295,0,24,.  .,"",0,0.00,0,0,09.07.2019,429,14.112," "
3296,0,52,.  .,"",0,0.00,0,0,09.07.2019,429,14.112," "
3297,0,24,.  .,"INSEM",19,0.00,0,0,10.07.2019,428,14.079," "
3298,0,24,.  .,"",0,0.00,0,0,10.07.2019,428,14.079," "
3301,0,24,.  .,"",0,0.00,0,0,11.07.2019,427,14.046," "
3302,0,24,.  .,"",0,0.00,0,0,11.07.2019,427,14.046," "
3304,0,24,.  .,"",0,0.00,0,0,13.07.2019,425,13.980," "
3305,0,24,.  .,"",0,0.00,0,0,13.07.2019,425,13.980," "
3306,0,24,.  .,"",0,0.00,0,0,14.07.2019,424,13.947," "
3307,0,24,.  .,"",0,0.00,0,0,15.07.2019,423,13.914," "
3308,0,24,.  .,"",0,0.00,0,0,15.07.2019,423,13.914," "
3310,0,24,.  .,"",0,0.00,0,0,16.07.2019,422,13.882," "
3312,0,24,.  .,"TRATA",0,0.00,0,0,17.07.2019,421,13.849,"S"
3313,0,24,.  .,"",0,0.00,0,0,17.07.2019,421,13.849," "
3314,0,24,.  .,"",0,0.00,0,0,18.07.2019,420,13.816," "
3316,0,24,.  .,"",0,0.00,0,0,18.07.2019,420,13.816," "
3317,0,24,.  .,"",0,0.00,0,0,17.07.2019,421,13.849," "
3321,0,24,.  .,"",0,0.00,0,0,21.07.2019,417,13.717," "
3323,0,24,.  .,"",0,0.00,0,0,21.07.2019,417,13.717," "
3324,0,24,.  .,"",0,0.00,0,0,22.07.2019,416,13.684," "
3320,0,24,.  .,"",0,0.00,0,0,21.07.2019,417,13.717," "
3322,0,24,.  .,"",0,0.00,0,0,21.07.2019,417,13.717," "
3325,0,24,.  .,"",0,0.00,0,0,19.07.2019,419,13.783," "
3327,0,24,.  .,"",0,0.00,0,0,23.07.2019,415,13.651," "
3326,0,52,.  .,"",0,0.00,0,0,22.07.2019,416,13.684," "
3328,0,24,.  .,"",0,0.00,0,0,23.07.2019,415,13.651," "
3332,0,24,.  .,"",0,0.00,0,0,24.07.2019,414,13.618," "
3331,0,24,.  .,"",0,0.00,0,0,24.07.2019,414,13.618," "
3330,0,24,.  .,"",0,0.00,0,0,24.07.2019,414,13.618," "
3334,0,24,.  .,"",0,0.00,0,0,24.07.2019,414,13.618," "
3336,0,24,.  .,"",0,0.00,0,0,25.07.2019,413,13.586," "
3337,0,24,.  .,"",0,0.00,0,0,25.07.2019,413,13.586," "
3338,0,24,.  .,"",0,0.00,0,0,25.07.2019,413,13.586," "
3339,0,52,.  .,"",0,0.00,0,0,25.07.2019,413,13.586," "
3340,0,24,.  .,"",0,0.00,0,0,25.07.2019,413,13.586," "
3341,0,24,.  .,"",0,0.00,0,0,25.07.2019,413,13.586," "
3343,0,24,.  .,"",0,0.00,0,0,26.07.2019,412,13.553," "
3342,0,24,.  .,"",0,0.00,0,0,26.07.2019,412,13.553," "
3344,0,24,.  .,"",0,0.00,0,0,27.07.2019,411,13.520," "
3345,0,24,.  .,"",0,0.00,0,0,28.07.2019,410,13.487," "
3346,0,24,.  .,"",0,0.00,0,0,28.07.2019,410,13.487," "
3347,0,24,.  .,"",0,0.00,0,0,28.07.2019,410,13.487," "
3348,0,24,.  .,"",0,0.00,0,0,28.07.2019,410,13.487," "
3350,0,24,.  .,"",0,0.00,0,0,29.07.2019,409,13.454," "
3351,0,24,.  .,"",0,0.00,0,0,29.07.2019,409,13.454," "
3353,0,24,.  .,"",0,0.00,0,0,30.07.2019,408,13.421," "
3349,0,24,.  .,"",0,0.00,0,0,29.07.2019,409,13.454," "
3354,0,24,.  .,"",0,0.00,0,0,30.07.2019,408,13.421," "
3355,0,24,.  .,"",0,0.00,0,0,30.07.2019,408,13.421," "
3356,0,24,.  .,"",0,0.00,0,0,30.07.2019,408,13.421," "
3357,0,24,.  .,"",0,0.00,0,0,31.07.2019,407,13.388," "
3358,0,24,.  .,"",0,0.00,0,0,31.07.2019,407,13.388," "
3359,0,24,.  .,"",0,0.00,0,0,01.08.2019,406,13.355," "
3360,0,24,.  .,"",0,0.00,0,0,01.08.2019,406,13.355," "
3361,0,24,.  .,"",0,0.00,0,0,02.08.2019,405,13.322," "
3363,0,24,.  .,"",0,0.00,0,0,03.08.2019,404,13.289," "
3362,0,24,.  .,"",0,0.00,0,0,02.08.2019,405,13.322," "
2707,1,5,13.07.2020,"SUCIA",28,6.00,59,0,10.08.2018,762,25.066,"N"
3366,0,24,.  .,"",0,0.00,0,0,04.08.2019,403,13.257," "
3368,0,24,.  .,"",0,0.00,0,0,05.08.2019,402,13.224,"N"
3367,0,24,.  .,"",0,36.00,0,0,05.08.2019,402,13.224,"N"
3369,0,24,.  .,"",0,0.00,0,0,05.08.2019,402,13.224,"N"
3370,0,24,.  .,"",0,41.00,0,0,05.08.2019,402,13.224,"N"
3371,0,24,.  .,"",0,0.00,0,0,06.08.2019,401,13.191,"N"
3372,0,52,.  .,"",0,16.00,0,0,07.08.2019,400,13.158,"N"
3373,0,24,.  .,"",0,17.00,0,0,07.08.2019,400,13.158,"N"
3374,0,24,.  .,"",0,15.00,0,0,07.08.2019,400,13.158,"N"
3377,0,52,.  .,"",0,0.00,0,0,08.08.2019,399,13.125," "
3378,0,52,.  .,"",0,0.00,0,0,10.08.2019,397,13.059," "
3379,0,52,.  .,"",0,0.00,0,0,11.08.2019,396,13.026," "
3381,0,52,.  .,"",0,0.00,0,0,11.08.2019,396,13.026," "
2952,0,50,.  .,"TRATA",231,0.00,0,0,22.11.2018,658,21.645,"S"
3014,0,22,.  .,"CARGA",231,0.00,0,0,15.12.2018,635,20.888,"N"
2814,0,21,.  .,"CARGA",233,0.00,0,0,23.09.2018,718,23.618," "
2724,1,5,10.07.2020,"LIMPI",31,36.00,62,0,16.08.2018,756,24.868," "
3384,0,52,.  .,"",0,0.00,0,0,12.08.2019,395,12.993," "
3386,0,24,.  .,"",0,0.00,0,0,13.08.2019,394,12.961," "
3387,0,52,.  .,"",0,0.00,0,0,14.08.2019,393,12.928," "
3385,0,52,.  .,"",0,0.00,0,0,13.08.2019,394,12.961," "
3388,0,52,.  .,"",0,0.00,0,0,14.08.2019,393,12.928,"N"
3389,0,52,.  .,"",0,0.00,0,0,15.08.2019,392,12.895," "
3390,0,52,.  .,"",0,0.00,0,0,15.08.2019,392,12.895," "
3392,0,52,.  .,"",0,0.00,0,0,15.08.2019,392,12.895," "
3391,0,52,.  .,"",0,0.00,0,0,15.08.2019,392,12.895," "
3044,0,30,.  .,"ABORT",207,0.00,0,0,10.01.2019,609,20.033,"S"
3081,0,23,.  .,"CARGA",146,0.00,0,0,29.01.2019,590,19.408," "
3395,0,52,.  .,"",0,0.00,0,0,17.08.2019,390,12.829," "
3396,0,24,.  .,"",0,0.00,0,0,17.08.2019,390,12.829," "
3397,0,52,.  .,"",0,0.00,0,0,18.08.2019,389,12.796," "
3398,0,52,.  .,"",0,0.00,0,0,18.08.2019,389,12.796," "
3399,0,52,.  .,"",0,0.00,0,0,18.08.2019,389,12.796," "
3400,0,52,.  .,"",0,0.00,0,0,19.08.2019,388,12.763," "
3401,0,52,.  .,"",0,0.00,0,0,19.08.2019,388,12.763," "
3402,0,52,.  .,"",0,0.00,0,0,20.08.2019,387,12.730," "
