id,np,corr,fpar,stat,exp_6,prm,dpr,dsc,fnac,exp_11,exp_12,psv
3832,0,30,.  .,"",0,0.00,0,0,04.03.2020,190,6.250," "
3833,0,30,.  .,"",0,0.00,0,0,04.03.2020,190,6.250," "
3834,0,42,.  .,"",0,0.00,0,0,04.03.2020,190,6.250," "
3835,0,42,.  .,"",0,0.00,0,0,07.03.2020,187,6.151," "
3836,0,42,.  .,"",0,0.00,0,0,08.03.2020,186,6.118," "
3837,0,42,.  .,"",0,0.00,0,0,09.03.2020,185,6.086," "
3238,0,24,.  .,"INSEM",50,0.00,0,0,01.06.2019,467,15.362,"N"
3273,0,24,.  .,"TRATA",0,0.00,0,0,26.06.2019,442,14.539,"N"
3838,0,42,.  .,"",0,0.00,0,0,09.03.2020,185,6.086," "
3839,0,42,.  .,"",0,0.00,0,0,10.03.2020,184,6.053," "
3840,0,30,.  .,"",0,0.00,0,0,11.03.2020,183,6.020," "
3841,0,30,.  .,"",0,0.00,0,0,11.03.2020,183,6.020," "
3842,0,30,.  .,"",0,0.00,0,0,11.03.2020,183,6.020," "
3843,0,42,.  .,"",0,0.00,0,0,13.03.2020,181,5.954," "
3844,0,30,.  .,"",0,0.00,0,0,13.03.2020,181,5.954," "
3845,0,30,.  .,"",0,0.00,0,0,14.03.2020,180,5.921," "
3847,0,30,.  .,"",0,0.00,0,0,15.03.2020,179,5.888,"N"
3846,0,42,.  .,"",0,0.00,0,0,16.03.2020,178,5.855," "
3848,0,30,.  .,"",0,0.00,0,0,17.03.2020,177,5.822," "
3849,0,42,.  .,"",0,0.00,0,0,17.03.2020,177,5.822," "
3850,0,30,.  .,"",0,0.00,0,0,18.03.2020,176,5.789," "
3851,0,30,.  .,"",0,0.00,0,0,19.03.2020,175,5.757," "
3852,0,30,.  .,"",0,0.00,0,0,21.03.2020,173,5.691," "
3853,0,30,.  .,"",0,0.00,0,0,21.03.2020,173,5.691," "
3854,0,42,.  .,"",0,0.00,0,0,22.03.2020,172,5.658," "
3855,0,30,.  .,"",0,0.00,0,0,25.03.2020,169,5.559," "
3856,0,30,.  .,"",0,0.00,0,0,27.03.2020,167,5.493," "
3857,0,30,.  .,"",0,0.00,0,0,27.03.2020,167,5.493," "
3858,0,30,.  .,"",0,0.00,0,0,27.03.2020,167,5.493," "
3859,0,30,.  .,"",0,0.00,0,0,27.03.2020,167,5.493," "
3860,0,42,.  .,"",0,0.00,0,0,28.03.2020,166,5.461," "
3861,0,30,.  .,"",0,0.00,0,0,29.03.2020,165,5.428," "
3862,0,42,.  .,"",0,0.00,0,0,30.03.2020,164,5.395," "
3863,0,30,.  .,"",0,0.00,0,0,30.03.2020,164,5.395," "
3864,0,42,.  .,"",0,0.00,0,0,30.03.2020,164,5.395," "
3865,0,41,.  .,"",0,0.00,0,0,30.03.2020,164,5.395," "
3866,0,41,.  .,"",0,0.00,0,0,02.04.2020,161,5.296," "
3867,0,30,.  .,"",0,0.00,0,0,02.04.2020,161,5.296,"N"
3868,0,41,.  .,"",0,0.00,0,0,04.04.2020,159,5.230," "
3869,0,41,.  .,"",0,0.00,0,0,05.04.2020,158,5.197," "
3870,0,41,.  .,"",0,0.00,0,0,05.04.2020,158,5.197," "
3871,0,41,.  .,"",0,0.00,0,0,05.04.2020,158,5.197," "
3872,0,30,.  .,"",0,0.00,0,0,05.04.2020,158,5.197," "
3874,0,42,.  .,"",0,0.00,0,0,08.04.2020,155,5.099," "
3875,0,42,.  .,"",0,0.00,0,0,08.04.2020,155,5.099," "
3876,0,30,.  .,"",0,0.00,0,0,09.04.2020,154,5.066," "
3877,0,42,.  .,"",0,0.00,0,0,09.04.2020,154,5.066," "
3878,0,30,.  .,"",0,0.00,0,0,09.04.2020,154,5.066," "
3879,0,30,.  .,"",0,0.00,0,0,10.04.2020,153,5.033," "
3880,0,30,.  .,"",0,0.00,0,0,11.04.2020,152,5.000," "
3881,0,42,.  .,"",0,0.00,0,0,12.04.2020,151,4.967," "
3882,0,30,.  .,"",0,0.00,0,0,12.04.2020,151,4.967," "
3884,0,30,.  .,"",0,0.00,0,0,13.04.2020,150,4.934,"N"
3885,0,30,.  .,"",0,0.00,0,0,14.04.2020,149,4.901,"N"
3176,0,30,.  .,"LIMPI",0,25.00,0,0,17.04.2019,512,16.842,"S"
3887,0,42,.  .,"",0,0.00,0,0,16.04.2020,147,4.836,"N"
3888,0,42,.  .,"",0,0.00,0,0,16.04.2020,147,4.836,"N"
3889,0,42,.  .,"",0,0.00,0,0,16.04.2020,147,4.836,"N"
3890,0,30,.  .,"",0,0.00,0,0,17.04.2020,146,4.803,"N"
3891,0,42,.  .,"",0,0.00,0,0,17.04.2020,146,4.803,"N"
3892,0,30,.  .,"",0,0.00,0,0,18.04.2020,145,4.770,"N"
3893,0,42,.  .,"",0,0.00,0,0,19.04.2020,144,4.737,"N"
3894,0,30,.  .,"",0,0.00,0,0,19.04.2020,144,4.737,"N"
3895,0,30,.  .,"",0,0.00,0,0,20.04.2020,143,4.704,"N"
3896,0,30,.  .,"",0,0.00,0,0,20.04.2020,143,4.704,"N"
3897,0,42,.  .,"",0,0.00,0,0,21.04.2020,142,4.671," "
3899,0,30,.  .,"",0,0.00,0,0,24.04.2020,139,4.572," "
3898,0,42,.  .,"",0,0.00,0,0,24.04.2020,139,4.572,"N"
3902,0,42,.  .,"",0,0.00,0,0,25.04.2020,138,4.539," "
3903,0,30,.  .,"",0,0.00,0,0,26.04.2020,137,4.507," "
3904,0,30,.  .,"",0,0.00,0,0,27.04.2020,136,4.474," "
3906,0,30,.  .,"",0,0.00,0,0,28.04.2020,135,4.441," "
3907,0,42,.  .,"",0,0.00,0,0,28.04.2020,135,4.441," "
3909,0,30,.  .,"",0,0.00,0,0,29.04.2020,134,4.408," "
3910,0,42,.  .,"",0,0.00,0,0,29.04.2020,134,4.408," "
3637,0,52,.  .,"",0,0.00,0,0,19.11.2019,296,9.737," "
3911,0,42,.  .,"",0,0.00,0,0,30.04.2020,133,4.375," "
3912,0,30,.  .,"",0,0.00,0,0,01.05.2020,132,4.342," "
3913,0,42,.  .,"",0,0.00,0,0,01.05.2020,132,4.342," "
3915,0,42,.  .,"",0,0.00,0,0,01.05.2020,132,4.342," "
3916,0,42,.  .,"",0,0.00,0,0,01.05.2020,132,4.342," "
3914,0,30,.  .,"",0,0.00,0,0,01.05.2020,132,4.342," "
3917,0,30,.  .,"",0,0.00,0,0,02.05.2020,131,4.309," "
3918,0,30,.  .,"",0,0.00,0,0,05.05.2020,128,4.211," "
3919,0,30,.  .,"",0,0.00,0,0,06.05.2020,127,4.178," "
3920,0,30,.  .,"",0,0.00,0,0,07.05.2020,126,4.145," "
3921,0,42,.  .,"",0,0.00,0,0,08.05.2020,125,4.112," "
3922,0,30,.  .,"",0,0.00,0,0,09.05.2020,124,4.079," "
3923,0,42,.  .,"",0,0.00,0,0,11.05.2020,122,4.013," "
3924,0,42,.  .,"",0,0.00,0,0,12.05.2020,121,3.980," "
3925,0,42,.  .,"",0,0.00,0,0,12.05.2020,121,3.980," "
3926,0,42,.  .,"",0,0.00,0,0,13.05.2020,120,3.947," "
3928,0,42,.  .,"",0,0.00,0,0,14.05.2020,119,3.914," "
3931,0,30,.  .,"",0,0.00,0,0,18.05.2020,115,3.783," "
3932,0,30,.  .,"",0,0.00,0,0,19.05.2020,114,3.750," "
3933,0,30,.  .,"",0,0.00,0,0,20.05.2020,113,3.717," "
3934,0,42,.  .,"",0,0.00,0,0,21.05.2020,112,3.684," "
3935,0,30,.  .,"",0,0.00,0,0,22.05.2020,111,3.651," "
3936,0,42,.  .,"",0,0.00,0,0,24.05.2020,109,3.586," "
3937,0,43,.  .,"",0,0.00,0,0,24.05.2020,109,3.586," "
3938,0,42,.  .,"",0,0.00,0,0,25.05.2020,108,3.553," "
3939,0,42,.  .,"",0,0.00,0,0,25.05.2020,108,3.553," "
3940,0,30,.  .,"",0,0.00,0,0,25.05.2020,108,3.553," "
3941,0,42,.  .,"",0,0.00,0,0,25.05.2020,108,3.553," "
3942,0,30,.  .,"",0,0.00,0,0,25.05.2020,108,3.553," "
3943,0,42,.  .,"",0,0.00,0,0,26.05.2020,107,3.520," "
3944,0,30,.  .,"",0,0.00,0,0,27.05.2020,106,3.487," "
3945,0,42,.  .,"",0,0.00,0,0,28.05.2020,105,3.454," "
3946,0,42,.  .,"",0,0.00,0,0,28.05.2020,105,3.454," "
3947,0,41,.  .,"",0,0.00,0,0,30.05.2020,103,3.388,"N"
3948,0,41,.  .,"",0,0.00,0,0,31.05.2020,102,3.355,"N"
3949,0,41,.  .,"",0,0.00,0,0,31.05.2020,102,3.355,"N"
3950,0,41,.  .,"",0,0.00,0,0,31.05.2020,102,3.355,"N"
3951,0,30,.  .,"",0,0.00,0,0,01.06.2020,101,3.322,"N"
3952,0,41,.  .,"",0,0.00,0,0,02.06.2020,100,3.289,"N"
3953,0,41,.  .,"",0,0.00,0,0,02.06.2020,100,3.289,"N"
3954,0,41,.  .,"",0,0.00,0,0,02.06.2020,100,3.289,"N"
3955,0,41,.  .,"",0,0.00,0,0,04.06.2020,98,3.224," "
3956,0,41,.  .,"",0,0.00,0,0,03.06.2020,99,3.257," "
3958,0,30,.  .,"",0,0.00,0,0,06.06.2020,96,3.158," "
3959,0,41,.  .,"",0,0.00,0,0,06.06.2020,96,3.158," "
3961,0,41,.  .,"",0,0.00,0,0,07.06.2020,95,3.125," "
3963,0,41,.  .,"",0,0.00,0,0,09.06.2020,93,3.059," "
3964,0,41,.  .,"",0,0.00,0,0,10.06.2020,92,3.026," "
3965,0,41,.  .,"",0,0.00,0,0,10.06.2020,92,3.026," "
3966,0,41,.  .,"",0,0.00,0,0,10.06.2020,92,3.026," "
3967,0,41,.  .,"",0,0.00,0,0,12.06.2020,90,2.961," "
3968,0,41,.  .,"",0,0.00,0,0,13.06.2020,89,2.928," "
3969,0,41,.  .,"",0,0.00,0,0,14.06.2020,88,2.895," "
3971,0,41,.  .,"",0,0.00,0,0,14.06.2020,88,2.895," "
3970,0,41,.  .,"",0,0.00,0,0,14.06.2020,88,2.895," "
3972,0,41,.  .,"",0,0.00,0,0,15.06.2020,87,2.862," "
3973,0,41,.  .,"",0,0.00,0,0,16.06.2020,86,2.829," "
3974,0,41,.  .,"",0,0.00,0,0,17.06.2020,85,2.796," "
3975,0,41,.  .,"",0,0.00,0,0,17.06.2020,85,2.796," "
3976,0,41,.  .,"",0,0.00,0,0,17.06.2020,85,2.796," "
3977,0,41,.  .,"",0,0.00,0,0,19.06.2020,83,2.730," "
3978,0,41,.  .,"",0,0.00,0,0,20.06.2020,82,2.697," "
3980,0,41,.  .,"",0,0.00,0,0,20.06.2020,82,2.697," "
3979,0,41,.  .,"",0,0.00,0,0,20.06.2020,82,2.697," "
3981,0,41,.  .,"",0,0.00,0,0,21.06.2020,81,2.664," "
3984,0,41,.  .,"",0,0.00,0,0,21.06.2020,81,2.664," "
3985,0,41,.  .,"",0,0.00,0,0,22.06.2020,80,2.632," "
3982,0,41,.  .,"",0,0.00,0,0,21.06.2020,81,2.664," "
3983,0,41,.  .,"",0,0.00,0,0,21.06.2020,81,2.664," "
3986,0,41,.  .,"",0,0.00,0,0,22.06.2020,80,2.632," "
3987,0,41,.  .,"",0,0.00,0,0,22.06.2020,80,2.632," "
3988,0,41,.  .,"",0,0.00,0,0,23.06.2020,79,2.599," "
3989,0,41,.  .,"",0,0.00,0,0,23.06.2020,79,2.599," "
3990,0,41,.  .,"",0,0.00,0,0,23.06.2020,79,2.599," "
3991,0,41,.  .,"",0,0.00,0,0,24.06.2020,78,2.566," "
3992,0,41,.  .,"",0,0.00,0,0,24.06.2020,78,2.566," "
3993,0,41,.  .,"",0,0.00,0,0,26.06.2020,76,2.500," "
3994,0,41,.  .,"",0,0.00,0,0,26.06.2020,76,2.500," "
3995,0,41,.  .,"",0,0.00,0,0,27.06.2020,75,2.467," "
3997,0,41,.  .,"",0,0.00,0,0,28.06.2020,74,2.434," "
3998,0,41,.  .,"",0,0.00,0,0,28.06.2020,74,2.434," "
3999,0,41,.  .,"",0,0.00,0,0,28.06.2020,74,2.434," "
3996,0,41,.  .,"",0,0.00,0,0,28.06.2020,74,2.434," "
4000,0,41,.  .,"",0,0.00,0,0,29.06.2020,73,2.401," "
4001,0,41,.  .,"",0,0.00,0,0,30.06.2020,72,2.368," "
4003,0,41,.  .,"",0,0.00,0,0,30.06.2020,72,2.368," "
4004,0,41,.  .,"",0,0.00,0,0,02.07.2020,70,2.303," "
4005,0,41,.  .,"",0,0.00,0,0,02.07.2020,70,2.303," "
4006,0,41,.  .,"",0,0.00,0,0,03.07.2020,69,2.270," "
4007,0,41,.  .,"",0,0.00,0,0,05.07.2020,67,2.204," "
4008,0,41,.  .,"",0,0.00,0,0,05.07.2020,67,2.204," "
4009,0,41,.  .,"",0,0.00,0,0,06.07.2020,66,2.171," "
4010,0,41,.  .,"",0,0.00,0,0,06.07.2020,66,2.171," "
4012,0,41,.  .,"",0,0.00,0,0,07.07.2020,65,2.138," "
4014,0,41,.  .,"",0,0.00,0,0,08.07.2020,64,2.105," "
4015,0,41,.  .,"",0,0.00,0,0,09.07.2020,63,2.072," "
4016,0,41,.  .,"",0,0.00,0,0,10.07.2020,62,2.039," "
4011,0,41,.  .,"",0,0.00,0,0,10.07.2020,62,2.039," "
4018,0,41,.  .,"",0,0.00,0,0,10.07.2020,62,2.039," "
4021,0,41,.  .,"",0,0.00,0,0,11.07.2020,61,2.007," "
4022,0,41,.  .,"",0,0.00,0,0,11.07.2020,61,2.007," "
4024,0,41,.  .,"",0,0.00,0,0,11.07.2020,61,2.007," "
4023,0,41,.  .,"",0,0.00,0,0,11.07.2020,61,2.007," "
4025,0,41,.  .,"",0,0.00,0,0,11.07.2020,61,2.007," "
4027,0,41,.  .,"",0,0.00,0,0,12.07.2020,60,1.974," "
4028,0,41,.  .,"",0,0.00,0,0,12.07.2020,60,1.974," "
4029,0,41,.  .,"",0,0.00,0,0,13.07.2020,59,1.941," "
4026,0,41,.  .,"",0,0.00,0,0,12.07.2020,60,1.974," "
4030,0,41,.  .,"",0,0.00,0,0,13.07.2020,59,1.941," "
4031,0,41,.  .,"",0,0.00,0,0,14.07.2020,58,1.908," "
4032,0,41,.  .,"",0,0.00,0,0,14.07.2020,58,1.908," "
4033,0,41,.  .,"",0,0.00,0,0,14.07.2020,58,1.908," "
4034,0,41,.  .,"",0,0.00,0,0,15.07.2020,57,1.875," "
4036,0,41,.  .,"",0,0.00,0,0,15.07.2020,57,1.875," "
4037,0,41,.  .,"",0,0.00,0,0,16.07.2020,56,1.842," "
4040,0,41,.  .,"",0,0.00,0,0,17.07.2020,55,1.809," "
4039,0,41,.  .,"",0,0.00,0,0,17.07.2020,55,1.809," "
4041,0,41,.  .,"",0,0.00,0,0,18.07.2020,54,1.776," "
4042,0,41,.  .,"",0,0.00,0,0,19.07.2020,53,1.743," "
4043,0,41,.  .,"",0,0.00,0,0,20.07.2020,52,1.711," "
4044,0,41,.  .,"",0,0.00,0,0,20.07.2020,52,1.711," "
4045,0,41,.  .,"",0,0.00,0,0,20.07.2020,52,1.711," "
4046,0,41,.  .,"",0,0.00,0,0,20.07.2020,52,1.711," "
4047,0,41,.  .,"",0,0.00,0,0,21.07.2020,51,1.678," "
4048,0,41,.  .,"",0,0.00,0,0,22.07.2020,50,1.645," "
4049,0,41,.  .,"",0,0.00,0,0,22.07.2020,50,1.645," "
4050,0,41,.  .,"",0,0.00,0,0,23.07.2020,49,1.612," "
4052,0,41,.  .,"",0,0.00,0,0,24.07.2020,48,1.579," "
4053,0,41,.  .,"",0,0.00,0,0,24.07.2020,48,1.579," "
4054,0,41,.  .,"",0,0.00,0,0,24.07.2020,48,1.579," "
4056,0,0,.  .,"",0,0.00,0,0,25.07.2020,47,1.546," "
4057,0,0,.  .,"",0,0.00,0,0,26.07.2020,46,1.513," "
4058,0,0,.  .,"",0,0.00,0,0,28.07.2020,44,1.447," "
4061,0,41,.  .,"",0,0.00,0,0,28.07.2020,44,1.447," "
4059,0,0,.  .,"",0,0.00,0,0,28.07.2020,44,1.447," "
4060,0,41,.  .,"",0,0.00,0,0,28.07.2020,44,1.447," "
4062,0,41,.  .,"",0,0.00,0,0,29.07.2020,43,1.414," "
4063,0,41,.  .,"",0,0.00,0,0,29.07.2020,43,1.414," "
4064,0,41,.  .,"",0,0.00,0,0,30.07.2020,42,1.382," "
4065,0,41,.  .,"",0,0.00,0,0,30.07.2020,42,1.382," "
4067,0,41,.  .,"",0,0.00,0,0,30.07.2020,42,1.382," "
4066,0,41,.  .,"",0,0.00,0,0,30.07.2020,42,1.382," "
4068,0,41,.  .,"",0,0.00,0,0,30.07.2020,42,1.382," "
4069,0,41,.  .,"",0,0.00,0,0,31.07.2020,41,1.349," "
4070,0,41,.  .,"",0,0.00,0,0,31.07.2020,41,1.349," "
4071,0,41,.  .,"",0,0.00,0,0,01.08.2020,40,1.316," "
4072,0,41,.  .,"",0,0.00,0,0,01.08.2020,40,1.316," "
4073,0,41,.  .,"",0,0.00,0,0,02.08.2020,39,1.283," "
4075,0,41,.  .,"",0,0.00,0,0,02.08.2020,39,1.283," "
4077,0,41,.  .,"",0,0.00,0,0,02.08.2020,39,1.283," "
4074,0,41,.  .,"",0,0.00,0,0,02.08.2020,39,1.283," "
4076,0,41,.  .,"",0,0.00,0,0,02.08.2020,39,1.283," "
4078,0,41,.  .,"",0,0.00,0,0,02.08.2020,39,1.283," "
4079,0,41,.  .,"",0,0.00,0,0,03.08.2020,38,1.250," "
4080,0,41,.  .,"",0,0.00,0,0,03.08.2020,38,1.250," "
4081,0,41,.  .,"",0,0.00,0,0,04.08.2020,37,1.217," "
4082,0,41,.  .,"",0,0.00,0,0,04.08.2020,37,1.217," "
4083,0,41,.  .,"",0,0.00,0,0,04.08.2020,37,1.217," "
4084,0,41,.  .,"",0,0.00,0,0,04.08.2020,37,1.217," "
4085,0,41,.  .,"",0,0.00,0,0,05.08.2020,36,1.184," "
4086,0,41,.  .,"",0,0.00,0,0,05.08.2020,36,1.184," "
4088,0,41,.  .,"",0,0.00,0,0,06.08.2020,35,1.151," "
4089,0,41,.  .,"",0,0.00,0,0,07.08.2020,34,1.118," "
4090,0,41,.  .,"",0,0.00,0,0,08.08.2020,33,1.086," "
4091,0,41,.  .,"",0,0.00,0,0,08.08.2020,33,1.086," "
4092,0,41,.  .,"",0,0.00,0,0,10.08.2020,31,1.020," "
4093,0,41,.  .,"",0,0.00,0,0,10.08.2020,31,1.020," "
4095,0,41,.  .,"",0,0.00,0,0,11.08.2020,30,0.987," "
4098,0,41,.  .,"",0,0.00,0,0,12.08.2020,29,0.954," "
4099,0,41,.  .,"",0,0.00,0,0,12.08.2020,29,0.954," "
4100,0,41,.  .,"",0,0.00,0,0,13.08.2020,28,0.921," "
4101,0,41,.  .,"",0,0.00,0,0,13.08.2020,28,0.921," "
4102,0,41,.  .,"",0,0.00,0,0,13.08.2020,28,0.921," "
4103,0,41,.  .,"",0,0.00,0,0,14.08.2020,27,0.888," "
4104,0,41,.  .,"",0,0.00,0,0,15.08.2020,26,0.855," "
4105,0,41,.  .,"",0,0.00,0,0,17.08.2020,24,0.789," "
4107,0,41,.  .,"",0,0.00,0,0,16.08.2020,25,0.822," "
4106,0,41,.  .,"",0,0.00,0,0,17.08.2020,24,0.789," "
4108,0,41,.  .,"",0,0.00,0,0,18.08.2020,23,0.757," "
4109,0,41,.  .,"",0,0.00,0,0,18.08.2020,23,0.757," "
4110,0,41,.  .,"",0,0.00,0,0,19.08.2020,22,0.724," "
4111,0,41,.  .,"",0,0.00,0,0,19.08.2020,22,0.724," "
4112,0,41,.  .,"",0,0.00,0,0,19.08.2020,22,0.724," "
4113,0,41,.  .,"",0,0.00,0,0,19.08.2020,22,0.724," "
4114,0,41,.  .,"",0,0.00,0,0,19.08.2020,22,0.724," "
4115,0,41,.  .,"",0,0.00,0,0,19.08.2020,22,0.724," "
4116,0,41,.  .,"",0,0.00,0,0,19.08.2020,22,0.724," "
4118,0,41,.  .,"",0,0.00,0,0,21.08.2020,20,0.658," "
4119,0,41,.  .,"",0,0.00,0,0,21.08.2020,20,0.658," "
4120,0,41,.  .,"",0,0.00,0,0,22.08.2020,19,0.625," "
4121,0,41,.  .,"",0,0.00,0,0,22.08.2020,19,0.625," "
4122,0,41,.  .,"",0,0.00,0,0,23.08.2020,18,0.592," "
4123,0,41,.  .,"",0,0.00,0,0,23.08.2020,18,0.592," "
4124,0,41,.  .,"",0,0.00,0,0,23.08.2020,18,0.592," "
4125,0,41,.  .,"",0,0.00,0,0,24.08.2020,17,0.559," "
4126,0,41,.  .,"",0,0.00,0,0,25.08.2020,16,0.526," "
4127,0,0,.  .,"",0,0.00,0,0,25.08.2020,16,0.526," "
4128,0,0,.  .,"",0,0.00,0,0,26.08.2020,15,0.493," "
